marker_accession	marker_type_name	chr_id	chr_pos	p_value	pubmed_id	author	journal	pubmed_link	study	allele	trait	gene	or_per_copy	platform	ci_95	chr_location	initial_size	replicate_size	merged	cur_snp_id	snp_gene_symbols	snp_gene_ids	snp_gene_validated
12063142	SNP	1	19139516	5e-07	20070850	Edwards TL	Ann Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/20070850?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&amp;ordinalpos=3	Genome-wide association study confirms SNPs in SNCA and the MAPT region as common risk factors for Parkinson disease.	?	Parkinson&#39;s disease	TAS1R2		Illumina [495,715] (imputed)		1p36.13	1,752 Caucasian cases, 1,745 Caucasian controls		0	12063142			
710865	SNP	1	19568971	1e-07	20171287	Stein JL	Neuroimage	http://www.ncbi.nlm.nih.gov/pubmed/20171287?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&amp;ordinalpos=1	Voxelwise genome-wide association study (vGWAS).	?	Brain structure	KIAA0090, MRT04, AKR7L		Illumina [448,293]		1p36.13	740 Caucasian individuals		0	710865	KIAA0090	23065	1
7667	SNP	1	19718823	8e-06	22482804	Ellinghaus D	Am J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/22482804	Combined analysis of genome-wide association studies for Crohn disease and psoriasis identifies seven shared susceptibility loci.	?	Crohn&#39;s disease and psoriasis	CAPZB	1.11	Affymetrix, Illumina &amp; Perlegen [1,116,213] (imputed)			2,529 European ancestry psoriasis cases, 2,142 European ancestry Crohn&#39;s disease cases, 10,460 European ancestry controls	Up to 3,187 European ancestry psoriasis cases, 4,073 European ancestry Crohn&#39;s disease cases, 10,100 European ancestry controls	0	7667	CAPZB	832	1
12045440	SNP	1	19765517	3e-14	21565293	Teumer A	Am J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/21565293	Genome-wide association study identifies four genetic loci associated with thyroid volume and goiter risk.	T	Thyroid volume	CAPZB	0.07	Affymetrix [2,748,910] (imputed)	[0.05-0.09] unit increase		3,620 European ancestry individuals	1,290 European ancestry individuals	0	12045440	CAPZB	832	1
12045440	SNP	1	19765517	2e-11	21565293	Teumer A	Am J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/21565293	Genome-wide association study identifies four genetic loci associated with thyroid volume and goiter risk.	T	Thyroid volume	CAPZB	1.38	Affymetrix [2,748,910] (imputed)	[1.26-1.51]		3,620 European ancestry individuals	1,290 European ancestry individuals	0	12045440	CAPZB	832	1
12138950	SNP	1	19839114	3e-18	21565293	Teumer A	Am J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/21565293	Genome-wide association study identifies four genetic loci associated with thyroid volume and goiter risk.	A	Thyroid volume	CAPZB	0.1	Affymetrix [2,748,910] (imputed)	[0.08-0.12] unit decrease	1p36.13	3,620 European ancestry individuals	1,290 European ancestry individuals	0	12138950			
10917468	SNP	1	19843353	1e-14	21565293	Teumer A	Am J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/21565293	Genome-wide association study identifies four genetic loci associated with thyroid volume and goiter risk.	C	Thyroid volume	CAPZB	1.52	Affymetrix [2,748,910] (imputed)	[1.37-1.69]	1p36.13	3,620 European ancestry individuals	1,290 European ancestry individuals	0	10917468			
10917477	SNP	1	19861105	2e-08	22494929	Rawal R	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/22494929	Meta-analysis of two genome-wide association studies identifies four genetic loci associated with thyroid function.	A	Thyroid function	CAPZB	0.06	Affymetrix &amp; Illumina [2,524,918] (imputed)	[0.038-0.078] unit decrease		3,736 European ancestry individuals	3,727 European ancestry individuals	0	10917477			
1317209	SNP	1	20140035	2e-10	20228799	McGovern DP	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20228799	Genome-wide association identifies multiple ulcerative colitis susceptibility loci.	T	Ulcerative colitis	RNF186,OTUD3,PLA2G2E	1.17	Affymetrix [266,047]		1p36.13	2,693 European descent cases, 6,791 European descent controls	2,009 European descent cases, 1,580 European descent controls	0	1317209	RNF186	54546	1
3806308	SNP	1	20142865	7e-09	19122664	Silverberg MS	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19122664?ordinalpos=4&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Ulcerative colitis-risk loci on chromosomes 1p36 and 12q15 found by genome-wide association study.	?	Ulcerative colitis	RNF186	1.28	Illumina [280,748]		1p36.13	1,022 cases, 2,503 controls	1,387 cases, 1,115 controls	0	3806308	RNF186	54546	1
6426833	SNP	1	20171859	5e-13	19122664	Silverberg MS	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19122664?ordinalpos=4&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Ulcerative colitis-risk loci on chromosomes 1p36 and 12q15 found by genome-wide association study.	G	Ulcerative colitis	OTUD3, PLA2G2E	1.37	Illumina [280,748]		1p36.13	1,022 cases, 2,503 controls	1,387 cases, 1,115 controls	0	6426833			
6426833	SNP	1	20171859	2e-21	20228799	McGovern DP	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20228799	Genome-wide association identifies multiple ulcerative colitis susceptibility loci.	A	Ulcerative colitis	RNF186,OTUD3,PLA2G2E	1.3	Affymetrix [266,047]		1p36.13	2,693 European descent cases, 6,791 European descent controls	2,009 European descent cases, 1,580 European descent controls	0	6426833			
6426833	SNP	1	20171859	2e-11	19915572	Barrett JC	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19915572?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&amp;ordinalpos=1	Genome-wide association study of ulcerative colitis identifies three new susceptibility loci, including the HNF4A region.	?	Ulcerative colitis	OTUD3, PLA2G2E		Affymetrix [NR]		1p36.13	2,361 European ancestry cases, 5,417 European ancestry controls	2,321 European ancestry cases, 4,818 European ancestry controls	0	6426833			
6426833	SNP	1	20171859	4e-35	21297633	Anderson CA	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21297633	Meta-analysis identifies 29 additional ulcerative colitis risk loci, increasing the number of confirmed associations to 47.	A	Ulcerative colitis	Intergenic	1.3	Affymetrix &amp; Illumina [~1.1 million] (imputed)	[1.25-1.35]	1p36.13	6,687 European ancestry cases, 19,718 European ancestry controls	9,628 European ancestry cases, 12,917 European ancestry controls	0	6426833			
4654925	SNP	1	20227722	9e-22	20228798	Franke A	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20228798	Genome-wide association study for ulcerative colitis identifies risk loci at 7q22 and 22q13 (IL17REL).	G	Ulcerative colitis	OTUD3	1.41	Affymetrix [1,897,764] (imputed)	[1.30-1.54]	1p36.13	1,043 German cases, 1,703 German controls	2,539 European descent cases, 5,428 European descent controls	0	4654925	OTUD3	23252	1
1976403	SNP	1	21766452	2e-50	22001757	Chambers JC	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22001757	Genome-wide association study identifies loci influencing concentrations of liver enzymes in plasma.	C	Liver enzyme levels (alkaline phosphatase)	ALPL, NBPF3	3.6	Affymetrix, Illumina, and Perlegen [~2.6 million] (imputed)	[3.0-4.2] % increase		Up to 52,350 European ancestry individuals, up to 8,739 Indian Asian individuals		0	1976403	NBPF3	84224	1
4654748	SNP	1	21786067	8e-18	19303062	Tanaka T	Am J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/19303062?ordinalpos=2&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Genome-wide association study of vitamin B6, vitamin B12, folate, and homocysteine blood concentrations.	C	Folate pathway vitamin levels	ALPL	1.45	Affymetrix and Illumina [~2.5 million] (imputed)	[0.90-2.00] ng/ml decrease	1p36.12	2,934 individuals	686 individuals	0	4654748	NBPF3	84224	1
10799701	SNP	1	21820989	3e-20	21886157	Suhre K	Nature	http://www.ncbi.nlm.nih.gov/pubmed/21886157	Human metabolic individuality in biomedical and pharmaceutical research.	A	Metabolic traits	ALPL	0.13	Affmyetrix &amp; Illumina [534,665]			2,820 European ancestry individuals		0	10799701			
1780324	SNP	1	21821756	7e-15	18940312	Yuan X	Am J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/18940312	Population-based genome-wide association studies reveal six loci influencing plasma levels of liver enzymes.	T	Liver enzyme levels	NBPF3, ALPL, RAP1GAP	0.03	Affymetrix and Illumina[up to 496,032]	[0.023-0.039] U/L increase	1p36.12	7,751 European ancestry individuals	4,704 European ancestry and Asian Indian individuals	0	1780324			
1697421	SNP	1	21823291	1e-27	20558539	Kestenbaum B	J Am Soc Nephrol	http://www.ncbi.nlm.nih.gov/pubmed/20558539	Common genetic variants associate with serum phosphorus concentration.	A	Phosphorus levels	ALPL,NBPF3	0.05	Affymetrix &amp; Illumina [~2.5 million] (imputed)		1p36.12	16,264 European ancestry individuals	5,444 individuals	0	1697421			
885814	SNP	1	21875915	6e-06	22569225	Krintel SB	Pharmacogenet Genomics	http://www.ncbi.nlm.nih.gov/pubmed/22569225	Investigation of single nucleotide polymorphisms and biological pathways associated with response to TNF&#x003b1; inhibitors in patients with rheumatoid arthritis.	?	Response to TNF-alpha inhibitors in rheumatoid arthritis	ALPL		Illumina [486,450]			196 European ancestry cases		0	885814	ALPL	249	1
2501276	SNP	1	22373623	2e-07	22610502	Kennedy RB	Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/22610502	Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.	A	Immune response to smallpox vaccine (IL-6)	CDC42		Illumina [NR]			Up to 512 European ancestry individuals, 199 African American individuals		0	2501276			
16826658	SNP	1	22485870	2e-06	20601957	Uno S	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20601957	A genome-wide association study identifies genetic variants in the CDKN2BAS locus associated with endometriosis in Japanese.	G	Endometriosis	WNT4	1.2	Illumina [460,945]	[1.11-1.29]	1p36.12	1,423 Japanese cases, 1,318 Japanese controls	484 Japanese cases, 3,974 Japanese controls	0	16826658			
7521902	SNP	1	22490723	5e-06	20852632	Goode EL	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20852632	A genome-wide association study identifies susceptibility loci for ovarian cancer at 2q31 and 8q24.	?	Ovarian cancer		1.12	Illumina [2,056,878] (imputed)	[1.07-1.18]	1p36.12	1,768 European ancestry cases, 2,354 European ancestry controls	8,709 European ancestry cases, 51,764 European ancestry controls	0	7521902			
909814	SNP	1	22573941	9e-07	22675492	Prescott J	PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/22675492	Genome-wide association study of circulating estradiol, testosterone, and sex hormone-binding globulin in postmenopausal women.	T	Testosterone levels	Intergenic	0.1	Illumina [~2.5 million] (imputed)			1,589 European ancestry women		0	909814			
7524102	SNP	1	22698446	3e-09	21732829	Dolmans GH	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/21732829	Wnt signaling and Dupuytren&#39;s disease.	G	Dupuytren&#39;s disease	RP11?415K20.1, WNT4	1.28	Illumina [234,939]	[1.17-1.41]		856 European ancestry cases, 2,836 European ancestry controls	1,298 European ancestry cases, 7,136 European ancestry controls	0	7524102			
7524102	SNP	1	22698446	2e-13	21297633	Anderson CA	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21297633	Meta-analysis identifies 29 additional ulcerative colitis risk loci, increasing the number of confirmed associations to 47.	A	Ulcerative colitis	Intergenic	1.1	Affymetrix &amp; Illumina [~1.1 million] (imputed)	[1.05-1.16]	1p36.12	6,687 European ancestry cases, 19,718 European ancestry controls	9,628 European ancestry cases, 12,917 European ancestry controls	0	7524102			
7524102	SNP	1	22698446	9e-07	21533022	Duncan EL	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21533022	Genome-wide association study using extreme truncate selection identifies novel genes affecting bone mineral density and fracture risk.	G	Bone mineral density	ZBTB40	0.44	Illumina [2,543,887] (imputed)		1p36.12	900 European ancestry women with low hip bone mineral density, 1,055 European ancestry women with high hip bone mineral density	20,898 European ancestry women	0	7524102			
7524102	SNP	1	22698446	1e-06	21533022	Duncan EL	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21533022	Genome-wide association study using extreme truncate selection identifies novel genes affecting bone mineral density and fracture risk.	G	Bone mineral density	ZBTB40	0.14	Illumina [2,543,887] (imputed)		1p36.12	900 European ancestry women with low hip bone mineral density, 1,055 European ancestry women with high hip bone mineral density	20,898 European ancestry women	0	7524102			
7524102	SNP	1	22698446	3e-07	19915572	Barrett JC	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19915572?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&amp;ordinalpos=1	Genome-wide association study of ulcerative colitis identifies three new susceptibility loci, including the HNF4A region.	A	Ulcerative colitis	Intergenic	1.1	Affymetrix [NR]	[1.00-1.21]	1p36.12	2,361 European ancestry cases, 5,417 European ancestry controls	2,321 European ancestry cases, 4,818 European ancestry controls	0	7524102			
7524102	SNP	1	22698446	3e-10	19801982	Rivadeneira F	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19801982?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Twenty bone-mineral-density loci identified by large-scale meta-analysis of genome-wide association studies.	G	Bone mineral density (spine)	ZBTB40	0.09	Affymetrix &amp; Illumina [2,543,686](imputed)	[0.06-0.12] s.d. increase	1p36.12	19,195 European individuals		0	7524102			
7524102	SNP	1	22698446	1e-16	19079262	Styrkarsdottir U	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19079262?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	New sequence variants associated with bone mineral density.	A	Bone mineral density (hip)	Intergenic	0.15	Illumina [305,051]	[0.11-0.18] s.d. decrease	1p36.12	6,865 individuals	8,510 individuals	0	7524102			
7524102	SNP	1	22698446	5e-16	18445777	Styrkarsdottir U	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/18445777?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Multiple genetic loci for bone mineral density and fractures.	A	Bone mineral density (hip)	ZBTB40	0.15	Illumina[301,019]	[0.11-0.19] s.d. decrease	1p36.12	5,861 individuals	7,925 individuals	0	7524102			
7524102	SNP	1	22698446	9e-09	18445777	Styrkarsdottir U	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/18445777?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Multiple genetic loci for bone mineral density and fractures.	A	Bone mineral density (spine)	ZBTB40	0.11	Illumina[301,019]	[0.07-0.15] s.d. decrease	1p36.12	5,861 individuals	7,925 individuals	0	7524102			
6696981	SNP	1	22702857	2e-08	19079262	Styrkarsdottir U	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19079262?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	New sequence variants associated with bone mineral density.	G	Bone mineral density (spine)	Intergenic	0.12	Illumina [305,051]	[0.08-0.16] s.d. decrease	1p36.12	6,865 individuals	8,510 individuals	0	6696981			
6426749	SNP	1	22711472	9e-08	19801982	Rivadeneira F	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19801982?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Twenty bone-mineral-density loci identified by large-scale meta-analysis of genome-wide association studies.	C	Bone mineral density (hip)	ZBTB40	0.08	Affymetrix &amp; Illumina [2,543,686](imputed)	[0.05-0.11] s.d. increase	1p36.12	19,195 European individuals		0	6426749			
1738475	SNP	1	23536890	3e-12	20881960	Lango Allen H	Nature	http://www.ncbi.nlm.nih.gov/pubmed/20881960	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	C	Height	HTR1D	0.03	Affymetrix,  Illumina [2,834,208] (imputed)			133,653 European ancestry individuals	50,074 European ancestry individuals	0	1738475			
4649203	SNP	1	24519919	7e-08	20953190	Strange A	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20953190	A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.	A	Psoriasis	IL28RA	1.13	Illumina [535,475]	[1.05-1.22]	1p36.11	2,178 European ancestry cases, 5,175 European ancestry controls	3,174 European ancestry cases, 5,464 European ancestry controls	0	4649203			
6670533	SNP	1	24584489	6e-06	22581228	Manning AK	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22581228	A genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance.	?	Fasting insulin-related traits (interaction with BMI)	GRHL3		Affymetrix &amp; Illumina [~2.4 million] (imputed)			Up to 51,750 European ancestry individuals	Up to 33,823 European ancestry individuals	0	6670533			
10794657	SNP	1	24626173	2e-07	22479202	Dastani Z	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22479202	Novel loci for adiponectin levels and their influence on type 2 diabetes and metabolic traits: a multi-ethnic meta-analysis of 45,891 individuals.	G	Adiponectin levels		0.03	Affymetrix &amp; Illumina [NR](imputed)			29,347 European ancestry individuals	10,536 European ancestry individuals	0	10794657			
4601530	SNP	1	25044110	2e-12	20881960	Lango Allen H	Nature	http://www.ncbi.nlm.nih.gov/pubmed/20881960	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	T	Height	CLIC4	0.03	Affymetrix,  Illumina [2,834,208] (imputed)			133,653 European ancestry individuals	50,074 European ancestry individuals	0	4601530			
11249215	SNP	1	25297183	9e-11	21743469	Evans DM	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21743469	Interaction between ERAP1 and HLA-B27 in ankylosing spondylitis implicates peptide handling in the mechanism for HLA-B27 in disease susceptibility.	A	Ankylosing spondylitis	RUNX3		Illumina [2,223,620] (imputed)			3,023 European ancestry cases, 8,779 European ancestry controls	2,111 European ancestry cases, 4,483 European ancestry controls	0	11249215			
10903122	SNP	1	25303575	2e-10	20190752	Dubois PC	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20190752	Multiple common variants for celiac disease influencing immune gene expression.	?	Celiac disease	RUNX3	1.12	Illumina [292,387]	[1.09-1.18]	1p36.11	4,533 European descent cases, 10,750 European descent controls	4,918 European descent cases, 5,684 European descent controls	0	10903122			
1043879	SNP	1	25570080	2e-09	21700265	Kullo IJ	Am J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/21700265	Complement receptor 1 gene variants are associated with erythrocyte sedimentation rate.	?	Erythrocyte sedimentation rate	C1orf63	0.09	Illumina [476,395]			1,979 European ancestry individuals	5,628 European ancestry individuals	0	1043879	C1orf63	57035	1
